train_no,train_name,seq,station_code,station_name,arrival_time,departure_time,distance,source_station,destination_station
12885,Train 12885,15,STN15,Station 15,06:07,06:10,710,STN1,STN27
12885,Train 12885,16,STN16,Station 16,06:54,06:59,776,STN1,STN27
12885,Train 12885,17,STN17,Station 17,08:43,08:53,853,STN1,STN27
12885,Train 12885,18,STN18,Station 18,09:45,09:55,932,STN1,STN27
12885,Train 12885,19,STN19,Station 19,11:22,11:28,1006,STN1,STN27
12885,Train 12885,20,STN20,Station 20,13:06,13:14,1059,STN1,STN27
12885,Train 12885,21,STN21,Station 21,14:12,14:19,1116,STN1,STN27
12885,Train 12885,22,STN22,Station 22,15:23,15:28,1194,STN1,STN27
12885,Train 12885,23,STN23,Station 23,16:46,16:48,1243,STN1,STN27
12885,Train 12885,24,STN24,Station 24,17:51,17:53,1285,STN1,STN27
12885,Train 12885,25,STN25,Station 25,19:36,19:43,1338,STN1,STN27
12885,Train 12885,26,STN26,Station 26,20:35,20:38,1410,STN1,STN27
12885,Train 12885,27,STN27,Station 27,21:21,00:00,1465,STN1,STN27
19033,Train 19033,1,STN1,Station 1,00:00,08:08,0,STN1,STN24
19033,Train 19033,2,STN2,Station 2,10:05,10:13,50,STN1,STN24
19033,Train 19033,3,STN3,Station 3,11:27,11:31,121,STN1,STN24
19033,Train 19033,4,STN4,Station 4,12:17,12:20,182,STN1,STN24
19033,Train 19033,5,STN5,Station 5,13:40,13:46,265,STN1,STN24
19033,Train 19033,6,STN6,Station 6,15:03,15:11,340,STN1,STN24
19033,Train 19033,7,STN7,Station 7,16:18,16:27,398,STN1,STN24
19033,Train 19033,8,STN8,Station 8,17:12,17:15,464,STN1,STN24
19033,Train 19033,9,STN9,Station 9,18:19,18:26,540,STN1,STN24
19033,Train 19033,10,STN10,Station 10,20:01,20:08,615,STN1,STN24
19033,Train 19033,11,STN11,Station 11,21:31,21:41,666,STN1,STN24
19033,Train 19033,12,STN12,Station 12,22:45,22:49,751,STN1,STN24
19033,Train 19033,13,STN13,Station 13,00:23,00:27,790,STN1,STN24
19033,Train 19033,14,STN14,Station 14,01:10,01:16,839,STN1,STN24
19033,Train 19033,15,STN15,Station 15,02:38,02:45,900,STN1,STN24
19033,Train 19033,16,STN16,Station 16,03:41,03:49,930,STN1,STN24
19033,Train 19033,17,STN17,Station 17,05:17,05:20,987,STN1,STN24
19033,Train 19033,18,STN18,Station 18,07:08,07:12,1024,STN1,STN24
19033,Train 19033,19,STN19,Station 19,08:23,08:28,1059,STN1,STN24
19033,Train 19033,20,STN20,Station 20,09:29,09:31,1124,STN1,STN24
19033,Train 19033,21,STN21,Station 21,10:19,10:24,1170,STN1,STN24
19033,Train 19033,22,STN22,Station 22,12:13,12:15,1212,STN1,STN24
19033,Train 19033,23,STN23,Station 23,13:04,13:13,1307,STN1,STN24
19033,Train 19033,24,STN24,Station 24,15:08,00:00,1382,STN1,STN24
17808,Train 17808,1,STN1,Station 1,00:00,08:07,0,STN1,STN21
17808,Train 17808,2,STN2,Station 2,09:30,09:34,41,STN1,STN21
17808,Train 17808,3,STN3,Station 3,11:21,11:26,136,STN1,STN21
17808,Train 17808,4,STN4,Station 4,12:44,12:54,217,STN1,STN21
17808,Train 17808,5,STN5,Station 5,14:03,14:06,290,STN1,STN21
17808,Train 17808,6,STN6,Station 6,15:08,15:18,370,STN1,STN21
17808,Train 17808,7,STN7,Station 7,16:14,16:17,450,STN1,STN21
17808,Train 17808,8,STN8,Station 8,18:07,18:17,528,STN1,STN21
17808,Train 17808,9,STN9,Station 9,20:02,20:05,558,STN1,STN21
17808,Train 17808,10,STN10,Station 10,22:01,22:05,629,STN1,STN21
17808,Train 17808,11,STN11,Station 11,23:30,23:34,677,STN1,STN21
17808,Train 17808,12,STN12,Station 12,01:30,01:37,761,STN1,STN21
17808,Train 17808,13,STN13,Station 13,03:29,03:37,835,STN1,STN21
17808,Train 17808,14,STN14,Station 14,05:14,05:16,874,STN1,STN21
17808,Train 17808,15,STN15,Station 15,06:44,06:47,924,STN1,STN21
17808,Train 17808,16,STN16,Station 16,07:31,07:36,981,STN1,STN21
17808,Train 17808,17,STN17,Station 17,08:52,08:59,1028,STN1,STN21
17808,Train 17808,18,STN18,Station 18,09:49,09:58,1127,STN1,STN21
17808,Train 17808,19,STN19,Station 19,11:10,11:18,1188,STN1,STN21
17808,Train 17808,20,STN20,Station 20,13:01,13:09,1234,STN1,STN21
17808,Train 17808,21,STN21,Station 21,14:51,00:00,1280,STN1,STN21
19679,Train 19679,1,STN1,Station 1,00:00,08:04,0,STN1,STN13
19679,Train 19679,2,STN2,Station 2,09:39,09:41,81,STN1,STN13
19679,Train 19679,3,STN3,Station 3,11:19,11:29,169,STN1,STN13
19679,Train 19679,4,STN4,Station 4,13:22,13:25,251,STN1,STN13
19679,Train 19679,5,STN5,Station 5,14:26,14:28,348,STN1,STN13
19679,Train 19679,6,STN6,Station 6,15:57,16:03,433,STN1,STN13
19679,Train 19679,7,STN7,Station 7,16:56,17:03,505,STN1,STN13
19679,Train 19679,8,STN8,Station 8,18:09,18:15,591,STN1,STN13
19679,Train 19679,9,STN9,Station 9,20:03,20:07,645,STN1,STN13
19679,Train 19679,10,STN10,Station 10,21:06,21:09,719,STN1,STN13
19679,Train 19679,11,STN11,Station 11,22:18,22:26,781,STN1,STN13
19679,Train 19679,12,STN12,Station 12,23:25,23:32,850,STN1,STN13
19679,Train 19679,13,STN13,Station 13,00:51,00:00,914,STN1,STN13
16856,Train 16856,1,STN1,Station 1,00:00,08:07,0,STN1,STN13
16856,Train 16856,2,STN2,Station 2,08:51,08:57,58,STN1,STN13
16856,Train 16856,3,STN3,Station 3,10:28,10:36,129,STN1,STN13
16856,Train 16856,4,STN4,Station 4,11:38,11:41,200,STN1,STN13
16856,Train 16856,5,STN5,Station 5,12:33,12:39,239,STN1,STN13
16856,Train 16856,6,STN6,Station 6,14:11,14:14,280,STN1,STN13
16856,Train 16856,7,STN7,Station 7,16:09,16:18,349,STN1,STN13
16856,Train 16856,8,STN8,Station 8,17:12,17:21,406,STN1,STN13
16856,Train 16856,9,STN9,Station 9,18:35,18:45,505,STN1,STN13
16856,Train 16856,10,STN10,Station 10,19:27,19:34,568,STN1,STN13
16856,Train 16856,11,STN11,Station 11,20:51,20:53,613,STN1,STN13
16856,Train 16856,12,STN12,Station 12,22:52,22:59,677,STN1,STN13
16856,Train 16856,13,STN13,Station 13,00:05,00:00,729,STN1,STN13
14888,Train 14888,1,STN1,Station 1,00:00,08:05,0,STN1,STN24
14888,Train 14888,2,STN2,Station 2,09:57,10:01,81,STN1,STN24
14888,Train 14888,3,STN3,Station 3,11:05,11:09,133,STN1,STN24
14888,Train 14888,4,STN4,Station 4,12:10,12:18,171,STN1,STN24
14888,Train 14888,5,STN5,Station 5,13:30,13:34,221,STN1,STN24
14888,Train 14888,6,STN6,Station 6,14:55,15:01,261,STN1,STN24
14888,Train 14888,7,STN7,Station 7,16:56,16:58,318,STN1,STN24
14888,Train 14888,8,STN8,Station 8,18:01,18:07,372,STN1,STN24
14888,Train 14888,9,STN9,Station 9,19:57,19:59,442,STN1,STN24
14888,Train 14888,10,STN10,Station 10,21:22,21:29,529,STN1,STN24
14888,Train 14888,11,STN11,Station 11,22:14,22:24,606,STN1,STN24
14888,Train 14888,12,STN12,Station 12,00:02,00:04,643,STN1,STN24
14888,Train 14888,13,STN13,Station 13,00:47,00:50,684,STN1,STN24
14888,Train 14888,14,STN14,Station 14,01:54,01:58,747,STN1,STN24
14888,Train 14888,15,STN15,Station 15,03:28,03:31,793,STN1,STN24
14888,Train 14888,16,STN16,Station 16,04:30,04:37,841,STN1,STN24
14888,Train 14888,17,STN17,Station 17,06:06,06:16,899,STN1,STN24
14888,Train 14888,18,STN18,Station 18,07:21,07:24,963,STN1,STN24
14888,Train 14888,19,STN19,Station 19,09:21,09:28,1046,STN1,STN24
14888,Train 14888,20,STN20,Station 20,11:17,11:24,1082,STN1,STN24
14888,Train 14888,21,STN21,Station 21,12:17,12:27,1165,STN1,STN24
14888,Train 14888,22,STN22,Station 22,13:43,13:50,1215,STN1,STN24
14888,Train 14888,23,STN23,Station 23,15:13,15:17,1263,STN1,STN24
14888,Train 14888,24,STN24,Station 24,16:29,00:00,1299,STN1,STN24
15242,Train 15242,1,STN1,Station 1,00:00,08:07,0,STN1,STN23
15242,Train 15242,2,STN2,Station 2,08:48,08:54,91,STN1,STN23
15242,Train 15242,3,STN3,Station 3,10:49,10:58,130,STN1,STN23
15242,Train 15242,4,STN4,Station 4,12:48,12:52,224,STN1,STN23
15242,Train 15242,5,STN5,Station 5,13:57,14:05,290,STN1,STN23
15242,Train 15242,6,STN6,Station 6,15:56,16:06,385,STN1,STN23
15242,Train 15242,7,STN7,Station 7,17:17,17:21,482,STN1,STN23
15242,Train 15242,8,STN8,Station 8,19:07,19:09,572,STN1,STN23
15242,Train 15242,9,STN9,Station 9,20:00,20:04,606,STN1,STN23
15242,Train 15242,10,STN10,Station 10,21:51,21:55,678,STN1,STN23
15242,Train 15242,11,STN11,Station 11,23:35,23:38,719,STN1,STN23
15242,Train 15242,12,STN12,Station 12,00:54,01:03,765,STN1,STN23
15242,Train 15242,13,STN13,Station 13,01:46,01:52,797,STN1,STN23
15242,Train 15242,14,STN14,Station 14,02:34,02:44,859,STN1,STN23
15242,Train 15242,15,STN15,Station 15,04:40,04:46,957,STN1,STN23
15242,Train 15242,16,STN16,Station 16,06:21,06:26,1031,STN1,STN23
15242,Train 15242,17,STN17,Station 17,08:17,08:25,1108,STN1,STN23
15242,Train 15242,18,STN18,Station 18,09:32,09:35,1198,STN1,STN23
15242,Train 15242,19,STN19,Station 19,10:49,10:53,1291,STN1,STN23
15242,Train 15242,20,STN20,Station 20,11:59,12:06,1363,STN1,STN23
15242,Train 15242,21,STN21,Station 21,13:13,13:18,1462,STN1,STN23
15242,Train 15242,22,STN22,Station 22,15:03,15:06,1531,STN1,STN23
15242,Train 15242,23,STN23,Station 23,16:19,00:00,1628,STN1,STN23
17760,Train 17760,1,STN1,Station 1,00:00,08:02,0,STN1,STN30
17760,Train 17760,2,STN2,Station 2,09:21,09:28,41,STN1,STN30
17760,Train 17760,3,STN3,Station 3,11:07,11:16,92,STN1,STN30
17760,Train 17760,4,STN4,Station 4,12:10,12:18,136,STN1,STN30
17760,Train 17760,5,STN5,Station 5,14:06,14:08,202,STN1,STN30
17760,Train 17760,6,STN6,Station 6,16:01,16:06,292,STN1,STN30
17760,Train 17760,7,STN7,Station 7,17:52,17:54,352,STN1,STN30
17760,Train 17760,8,STN8,Station 8,19:05,19:08,435,STN1,STN30
17760,Train 17760,9,STN9,Station 9,20:59,21:03,501,STN1,STN30
17760,Train 17760,10,STN10,Station 10,21:44,21:51,581,STN1,STN30
17760,Train 17760,11,STN11,Station 11,23:19,23:29,652,STN1,STN30
17760,Train 17760,12,STN12,Station 12,00:44,00:52,736,STN1,STN30
17760,Train 17760,13,STN13,Station 13,02:36,02:42,834,STN1,STN30
17760,Train 17760,14,STN14,Station 14,03:48,03:57,884,STN1,STN30
17760,Train 17760,15,STN15,Station 15,04:57,05:04,966,STN1,STN30
17760,Train 17760,16,STN16,Station 16,06:16,06:25,1055,STN1,STN30
17760,Train 17760,17,STN17,Station 17,07:44,07:53,1153,STN1,STN30
17760,Train 17760,18,STN18,Station 18,08:35,08:39,1250,STN1,STN30
17760,Train 17760,19,STN19,Station 19,09:38,09:46,1347,STN1,STN30
17760,Train 17760,20,STN20,Station 20,11:30,11:40,1399,STN1,STN30
17760,Train 17760,21,STN21,Station 21,13:38,13:40,1472,STN1,STN30
17760,Train 17760,22,STN22,Station 22,15:11,15:14,1542,STN1,STN30
17760,Train 17760,23,STN23,Station 23,16:44,16:51,1617,STN1,STN30
17760,Train 17760,24,STN24,Station 24,18:19,18:27,1702,STN1,STN30
17760,Train 17760,25,STN25,Station 25,19:07,19:17,1780,STN1,STN30
17760,Train 17760,26,STN26,Station 26,21:11,21:21,1877,STN1,STN30
17760,Train 17760,27,STN27,Station 27,22:53,22:56,1955,STN1,STN30
17760,Train 17760,28,STN28,Station 28,00:00,00:07,2028,STN1,STN30
17760,Train 17760,29,STN29,Station 29,01:17,01:24,2076,STN1,STN30
17760,Train 17760,30,STN30,Station 30,02:30,00:00,2149,STN1,STN30
18826,Train 18826,1,STN1,Station 1,00:00,08:07,0,STN1,STN22
18826,Train 18826,2,STN2,Station 2,08:53,09:01,93,STN1,STN22
18826,Train 18826,3,STN3,Station 3,09:57,10:03,187,STN1,STN22
18826,Train 18826,4,STN4,Station 4,11:18,11:26,271,STN1,STN22
18826,Train 18826,5,STN5,Station 5,12:49,12:57,305,STN1,STN22
18826,Train 18826,6,STN6,Station 6,13:56,14:01,400,STN1,STN22
18826,Train 18826,7,STN7,Station 7,15:25,15:33,490,STN1,STN22
18826,Train 18826,8,STN8,Station 8,16:32,16:35,558,STN1,STN22
18826,Train 18826,9,STN9,Station 9,18:17,18:26,621,STN1,STN22
18826,Train 18826,10,STN10,Station 10,20:24,20:31,663,STN1,STN22
18826,Train 18826,11,STN11,Station 11,21:21,21:24,711,STN1,STN22
18826,Train 18826,12,STN12,Station 12,23:10,23:16,752,STN1,STN22
18826,Train 18826,13,STN13,Station 13,00:07,00:09,797,STN1,STN22
18826,Train 18826,14,STN14,Station 14,01:32,01:35,829,STN1,STN22
18826,Train 18826,15,STN15,Station 15,03:27,03:33,885,STN1,STN22
18826,Train 18826,16,STN16,Station 16,04:13,04:17,947,STN1,STN22
18826,Train 18826,17,STN17,Station 17,05:04,05:12,1003,STN1,STN22
18826,Train 18826,18,STN18,Station 18,06:11,06:13,1064,STN1,STN22
18826,Train 18826,19,STN19,Station 19,07:17,07:22,1156,STN1,STN22
18826,Train 18826,20,STN20,Station 20,08:33,08:39,1187,STN1,STN22
18826,Train 18826,21,STN21,Station 21,09:47,09:54,1287,STN1,STN22
18826,Train 18826,22,STN22,Station 22,11:28,00:00,1382,STN1,STN22
13863,Train 13863,1,STN1,Station 1,00:00,08:07,0,STN1,STN18
13863,Train 13863,2,STN2,Station 2,09:27,09:31,55,STN1,STN18
13863,Train 13863,3,STN3,Station 3,10:52,10:54,122,STN1,STN18
13863,Train 13863,4,STN4,Station 4,12:39,12:41,167,STN1,STN18
13863,Train 13863,5,STN5,Station 5,13:40,13:47,197,STN1,STN18
13863,Train 13863,6,STN6,Station 6,14:31,14:40,272,STN1,STN18
13863,Train 13863,7,STN7,Station 7,15:50,15:54,362,STN1,STN18
13863,Train 13863,8,STN8,Station 8,17:22,17:31,407,STN1,STN18
13863,Train 13863,9,STN9,Station 9,18:22,18:26,470,STN1,STN18
13863,Train 13863,10,STN10,Station 10,19:53,20:01,513,STN1,STN18
13863,Train 13863,11,STN11,Station 11,20:43,20:51,586,STN1,STN18
13863,Train 13863,12,STN12,Station 12,21:58,22:00,616,STN1,STN18
13863,Train 13863,13,STN13,Station 13,23:18,23:23,647,STN1,STN18
13863,Train 13863,14,STN14,Station 14,01:15,01:18,705,STN1,STN18
13863,Train 13863,15,STN15,Station 15,02:18,02:28,799,STN1,STN18
13863,Train 13863,16,STN16,Station 16,03:35,03:38,875,STN1,STN18
13863,Train 13863,17,STN17,Station 17,04:43,04:45,936,STN1,STN18
13863,Train 13863,18,STN18,Station 18,05:49,00:00,1025,STN1,STN18
20993,Train 20993,1,STN1,Station 1,00:00,08:03,0,STN1,STN13
20993,Train 20993,2,STN2,Station 2,09:08,09:13,54,STN1,STN13
20993,Train 20993,3,STN3,Station 3,11:08,11:14,116,STN1,STN13
20993,Train 20993,4,STN4,Station 4,12:27,12:34,180,STN1,STN13
20993,Train 20993,5,STN5,Station 5,13:21,13:26,237,STN1,STN13
20993,Train 20993,6,STN6,Station 6,14:16,14:26,314,STN1,STN13
20993,Train 20993,7,STN7,Station 7,15:27,15:37,380,STN1,STN13
20993,Train 20993,8,STN8,Station 8,17:33,17:43,441,STN1,STN13
20993,Train 20993,9,STN9,Station 9,19:28,19:30,496,STN1,STN13
20993,Train 20993,10,STN10,Station 10,21:16,21:25,529,STN1,STN13
20993,Train 20993,11,STN11,Station 11,22:12,22:19,612,STN1,STN13
20993,Train 20993,12,STN12,Station 12,23:40,23:45,709,STN1,STN13
20993,Train 20993,13,STN13,Station 13,00:49,00:00,777,STN1,STN13
11267,Train 11267,1,STN1,Station 1,00:00,08:07,0,STN1,STN16
11267,Train 11267,2,STN2,Station 2,10:02,10:10,72,STN1,STN16
11267,Train 11267,3,STN3,Station 3,11:28,11:36,107,STN1,STN16
11267,Train 11267,4,STN4,Station 4,12:49,12:54,194,STN1,STN16
11267,Train 11267,5,STN5,Station 5,14:19,14:27,264,STN1,STN16
11267,Train 11267,6,STN6,Station 6,15:14,15:16,326,STN1,STN16
11267,Train 11267,7,STN7,Station 7,16:18,16:27,404,STN1,STN16
11267,Train 11267,8,STN8,Station 8,18:11,18:20,455,STN1,STN16
11267,Train 11267,9,STN9,Station 9,19:04,19:10,499,STN1,STN16
11267,Train 11267,10,STN10,Station 10,20:39,20:43,588,STN1,STN16
11267,Train 11267,11,STN11,Station 11,21:36,21:40,677,STN1,STN16
11267,Train 11267,12,STN12,Station 12,23:40,23:48,760,STN1,STN16
11267,Train 11267,13,STN13,Station 13,01:04,01:14,794,STN1,STN16
11267,Train 11267,14,STN14,Station 14,02:41,02:46,893,STN1,STN16
11267,Train 11267,15,STN15,Station 15,04:09,04:12,962,STN1,STN16
11267,Train 11267,16,STN16,Station 16,05:50,00:00,999,STN1,STN16
18118,Train 18118,1,STN1,Station 1,00:00,08:03,0,STN1,STN27
18118,Train 18118,2,STN2,Station 2,09:53,10:02,71,STN1,STN27
18118,Train 18118,3,STN3,Station 3,10:48,10:56,116,STN1,STN27
18118,Train 18118,4,STN4,Station 4,11:43,11:52,165,STN1,STN27
18118,Train 18118,5,STN5,Station 5,13:05,13:12,205,STN1,STN27
18118,Train 18118,6,STN6,Station 6,14:28,14:36,247,STN1,STN27
18118,Train 18118,7,STN7,Station 7,15:31,15:41,316,STN1,STN27
18118,Train 18118,8,STN8,Station 8,17:33,17:42,364,STN1,STN27
18118,Train 18118,9,STN9,Station 9,18:52,18:56,399,STN1,STN27
18118,Train 18118,10,STN10,Station 10,20:10,20:12,492,STN1,STN27
18118,Train 18118,11,STN11,Station 11,21:11,21:16,538,STN1,STN27
18118,Train 18118,12,STN12,Station 12,22:33,22:40,602,STN1,STN27
18118,Train 18118,13,STN13,Station 13,23:35,23:45,697,STN1,STN27
18118,Train 18118,14,STN14,Station 14,01:38,01:47,735,STN1,STN27
18118,Train 18118,15,STN15,Station 15,02:34,02:37,796,STN1,STN27
18118,Train 18118,16,STN16,Station 16,04:15,04:25,853,STN1,STN27
18118,Train 18118,17,STN17,Station 17,05:47,05:57,900,STN1,STN27
18118,Train 18118,18,STN18,Station 18,07:42,07:45,936,STN1,STN27
18118,Train 18118,19,STN19,Station 19,09:37,09:39,1033,STN1,STN27
18118,Train 18118,20,STN20,Station 20,11:36,11:45,1084,STN1,STN27
18118,Train 18118,21,STN21,Station 21,13:41,13:51,1140,STN1,STN27
18118,Train 18118,22,STN22,Station 22,15:37,15:45,1211,STN1,STN27
18118,Train 18118,23,STN23,Station 23,16:41,16:44,1245,STN1,STN27
18118,Train 18118,24,STN24,Station 24,18:06,18:15,1277,STN1,STN27
18118,Train 18118,25,STN25,Station 25,19:28,19:37,1325,STN1,STN27
18118,Train 18118,26,STN26,Station 26,21:20,21:30,1418,STN1,STN27
18118,Train 18118,27,STN27,Station 27,23:19,00:00,1503,STN1,STN27
19088,Train 19088,1,STN1,Station 1,00:00,08:02,0,STN1,STN16
19088,Train 19088,2,STN2,Station 2,09:08,09:10,40,STN1,STN16
19088,Train 19088,3,STN3,Station 3,09:57,10:06,130,STN1,STN16
19088,Train 19088,4,STN4,Station 4,11:53,12:01,177,STN1,STN16
19088,Train 19088,5,STN5,Station 5,13:29,13:35,222,STN1,STN16
19088,Train 19088,6,STN6,Station 6,15:34,15:37,314,STN1,STN16
19088,Train 19088,7,STN7,Station 7,16:51,17:00,407,STN1,STN16
19088,Train 19088,8,STN8,Station 8,17:57,17:59,457,STN1,STN16
19088,Train 19088,9,STN9,Station 9,19:29,19:37,554,STN1,STN16
19088,Train 19088,10,STN10,Station 10,21:12,21:18,636,STN1,STN16
19088,Train 19088,11,STN11,Station 11,22:39,22:49,730,STN1,STN16
19088,Train 19088,12,STN12,Station 12,00:13,00:16,810,STN1,STN16
19088,Train 19088,13,STN13,Station 13,02:08,02:10,877,STN1,STN16
19088,Train 19088,14,STN14,Station 14,04:03,04:07,954,STN1,STN16
19088,Train 19088,15,STN15,Station 15,05:14,05:17,1048,STN1,STN16
19088,Train 19088,16,STN16,Station 16,06:51,00:00,1148,STN1,STN16
14087,Train 14087,1,STN1,Station 1,00:00,08:08,0,STN1,STN30
14087,Train 14087,2,STN2,Station 2,08:52,08:55,71,STN1,STN30
14087,Train 14087,3,STN3,Station 3,09:55,09:59,152,STN1,STN30
14087,Train 14087,4,STN4,Station 4,10:59,11:07,222,STN1,STN30
14087,Train 14087,5,STN5,Station 5,12:05,12:11,263,STN1,STN30
14087,Train 14087,6,STN6,Station 6,12:57,13:01,359,STN1,STN30
14087,Train 14087,7,STN7,Station 7,14:00,14:10,389,STN1,STN30
14087,Train 14087,8,STN8,Station 8,15:07,15:11,443,STN1,STN30
14087,Train 14087,9,STN9,Station 9,15:55,16:02,506,STN1,STN30
14087,Train 14087,10,STN10,Station 10,17:52,17:59,579,STN1,STN30
14087,Train 14087,11,STN11,Station 11,19:08,19:10,619,STN1,STN30
14087,Train 14087,12,STN12,Station 12,20:56,21:05,677,STN1,STN30
14087,Train 14087,13,STN13,Station 13,21:57,22:02,739,STN1,STN30
14087,Train 14087,14,STN14,Station 14,23:50,23:57,808,STN1,STN30
14087,Train 14087,15,STN15,Station 15,01:52,02:00,886,STN1,STN30
14087,Train 14087,16,STN16,Station 16,03:58,04:07,943,STN1,STN30
14087,Train 14087,17,STN17,Station 17,05:53,06:03,987,STN1,STN30
14087,Train 14087,18,STN18,Station 18,08:01,08:09,1028,STN1,STN30
14087,Train 14087,19,STN19,Station 19,09:39,09:42,1117,STN1,STN30
14087,Train 14087,20,STN20,Station 20,10:23,10:30,1155,STN1,STN30
14087,Train 14087,21,STN21,Station 21,11:56,12:01,1251,STN1,STN30
14087,Train 14087,22,STN22,Station 22,13:40,13:47,1314,STN1,STN30
14087,Train 14087,23,STN23,Station 23,14:42,14:49,1357,STN1,STN30
14087,Train 14087,24,STN24,Station 24,16:13,16:23,1410,STN1,STN30
14087,Train 14087,25,STN25,Station 25,18:07,18:11,1449,STN1,STN30
14087,Train 14087,26,STN26,Station 26,19:35,19:37,1486,STN1,STN30
14087,Train 14087,27,STN27,Station 27,20:53,20:58,1529,STN1,STN30
14087,Train 14087,28,STN28,Station 28,22:22,22:24,1617,STN1,STN30
14087,Train 14087,29,STN29,Station 29,23:05,23:15,1671,STN1,STN30
14087,Train 14087,30,STN30,Station 30,01:03,00:00,1716,STN1,STN30
16225,Train 16225,1,STN1,Station 1,00:00,08:05,0,STN1,STN26
16225,Train 16225,2,STN2,Station 2,09:20,09:24,100,STN1,STN26
16225,Train 16225,3,STN3,Station 3,10:08,10:17,172,STN1,STN26
16225,Train 16225,4,STN4,Station 4,12:11,12:13,205,STN1,STN26
16225,Train 16225,5,STN5,Station 5,13:51,14:00,296,STN1,STN26
16225,Train 16225,6,STN6,Station 6,15:40,15:47,366,STN1,STN26
16225,Train 16225,7,STN7,Station 7,17:06,17:10,466,STN1,STN26
16225,Train 16225,8,STN8,Station 8,18:50,18:54,498,STN1,STN26
16225,Train 16225,9,STN9,Station 9,20:34,20:42,576,STN1,STN26
16225,Train 16225,10,STN10,Station 10,22:33,22:42,617,STN1,STN26
16225,Train 16225,11,STN11,Station 11,00:17,00:25,715,STN1,STN26
16225,Train 16225,12,STN12,Station 12,01:12,01:18,767,STN1,STN26
16225,Train 16225,13,STN13,Station 13,03:03,03:08,856,STN1,STN26
16225,Train 16225,14,STN14,Station 14,04:49,04:56,907,STN1,STN26
16225,Train 16225,15,STN15,Station 15,06:36,06:39,956,STN1,STN26
16225,Train 16225,16,STN16,Station 16,07:26,07:32,1024,STN1,STN26
16225,Train 16225,17,STN17,Station 17,09:28,09:34,1088,STN1,STN26
16225,Train 16225,18,STN18,Station 18,11:07,11:15,1164,STN1,STN26
16225,Train 16225,19,STN19,Station 19,12:07,12:13,1244,STN1,STN26
16225,Train 16225,20,STN20,Station 20,13:22,13:24,1324,STN1,STN26
16225,Train 16225,21,STN21,Station 21,14:55,14:58,1398,STN1,STN26
16225,Train 16225,22,STN22,Station 22,16:25,16:27,1436,STN1,STN26
16225,Train 16225,23,STN23,Station 23,17:49,17:56,1509,STN1,STN26
16225,Train 16225,24,STN24,Station 24,19:09,19:19,1556,STN1,STN26
16225,Train 16225,25,STN25,Station 25,21:08,21:13,1639,STN1,STN26
16225,Train 16225,26,STN26,Station 26,23:12,00:00,1683,STN1,STN26
14978,Train 14978,1,STN1,Station 1,00:00,08:02,0,STN1,STN28
14978,Train 14978,2,STN2,Station 2,09:21,09:25,68,STN1,STN28
14978,Train 14978,3,STN3,Station 3,10:08,10:14,120,STN1,STN28
14978,Train 14978,4,STN4,Station 4,11:40,11:47,206,STN1,STN28
14978,Train 14978,5,STN5,Station 5,13:07,13:16,260,STN1,STN28
14978,Train 14978,6,STN6,Station 6,15:09,15:18,346,STN1,STN28
14978,Train 14978,7,STN7,Station 7,17:04,17:14,387,STN1,STN28
14978,Train 14978,8,STN8,Station 8,18:49,18:59,459,STN1,STN28
14978,Train 14978,9,STN9,Station 9,20:18,20:22,543,STN1,STN28
14978,Train 14978,10,STN10,Station 10,21:36,21:41,595,STN1,STN28
14978,Train 14978,11,STN11,Station 11,23:34,23:41,626,STN1,STN28
14978,Train 14978,12,STN12,Station 12,01:14,01:21,679,STN1,STN28
14978,Train 14978,13,STN13,Station 13,02:20,02:22,736,STN1,STN28
14978,Train 14978,14,STN14,Station 14,04:09,04:18,767,STN1,STN28
14978,Train 14978,15,STN15,Station 15,06:04,06:14,841,STN1,STN28
14978,Train 14978,16,STN16,Station 16,08:02,08:05,915,STN1,STN28
14978,Train 14978,17,STN17,Station 17,09:36,09:43,955,STN1,STN28
14978,Train 14978,18,STN18,Station 18,11:21,11:29,1051,STN1,STN28
14978,Train 14978,19,STN19,Station 19,12:37,12:47,1097,STN1,STN28
14978,Train 14978,20,STN20,Station 20,14:26,14:28,1161,STN1,STN28
14978,Train 14978,21,STN21,Station 21,16:05,16:13,1199,STN1,STN28
14978,Train 14978,22,STN22,Station 22,18:08,18:14,1261,STN1,STN28
14978,Train 14978,23,STN23,Station 23,19:04,19:06,1301,STN1,STN28
14978,Train 14978,24,STN24,Station 24,20:20,20:22,1365,STN1,STN28
14978,Train 14978,25,STN25,Station 25,22:21,22:26,1417,STN1,STN28
14978,Train 14978,26,STN26,Station 26,23:29,23:31,1496,STN1,STN28
14978,Train 14978,27,STN27,Station 27,00:32,00:40,1566,STN1,STN28
14978,Train 14978,28,STN28,Station 28,01:38,00:00,1629,STN1,STN28
21621,Train 21621,1,STN1,Station 1,00:00,08:02,0,STN1,STN17
21621,Train 21621,2,STN2,Station 2,09:30,09:35,42,STN1,STN17
21621,Train 21621,3,STN3,Station 3,11:03,11:05,83,STN1,STN17
21621,Train 21621,4,STN4,Station 4,12:46,12:50,116,STN1,STN17
21621,Train 21621,5,STN5,Station 5,13:36,13:41,195,STN1,STN17
21621,Train 21621,6,STN6,Station 6,14:51,14:55,262,STN1,STN17
21621,Train 21621,7,STN7,Station 7,15:55,16:04,318,STN1,STN17
